UI_20150317_000110	{@st59}Hủy Bỏ Thay Đổi{/}	{@st59}등록한 내용을 취소합니다{/}				
UI_20150317_000111	{@st42}Cài Đặt Trò Chuyện	{@st42}채팅 설정				
UI_20150317_000112	{@st42}Trong Suốt{@st42}투명도				
UI_20150317_000113	Hiển ihị bóng trò chuyện.	말풍선 표시				
UI_20150317_000114	Hiển thị la hét ở trên. Show shouts on top	화면 상단에 외치기 내용 표시				
UI_20150317_000115	{@st43}Danh Sách Ăn Gian{/}	{@st43}치트리스트{/}				
UI_20150317_000116	{memo X}{@st42b}Vật Phẩm{/}	{@st42b}  아이템  {/}				
UI_20150317_000117	{memo X}{@st42b}Quái Vật{/}	{@st42b}  몬스터  {/}				
UI_20150317_000118	{memo X}{@st42b}Di chuyển qua map{/}	{@st42b}  맵이동  {/}				
UI_20150317_000119	{memo X}{@st42b}Combat Order{/}	{@st42b}  전투명령  {/}				
UI_20150317_000120	{@st41b}Đóng{/}	{@st41b}닫기{/}				
UI_20150317_000121	{s16}{b}Tạo vậtt phẩm bằng cách ấn vào nút Tạo hoặc nhấp chuột 2 lần.{s16}{b}더블클릭 또는 생성 버튼으로 아이템을 생성할 수 있습니다.				
UI_20150317_000122	{memo X}{s16}{b}ea	{s16}{b}개				
UI_20150317_000123	{memo X}{s16}{b}Lv.	{s16}{b}레벨				
UI_20150317_000124	{@st41b}Tìm Kiếm{/}	{@st41b}검색{/}				
UI_20150317_000125	{s16}{b}Triệu hồi quái vật bằng cách ấn vào nút Tạo hoặc nhấp chuột 2 lần.{s16}{b}더블클릭 또는 생성버튼으로 몬스터를 소환할 수 있습니다.				
UI_20150317_000126	{memo X}{s16}{b}ea	{s16}{b}마리				
UI_20150317_000127	{s16}{b}Chọn một khu vực mong muốn.	{s16}{b}원하는 지역을 선택하세요				
UI_20150317_000128	{s18}{b}Xem bản đồ nhỏ{/}	{s18}{b}미니맵 보기{/}				
UI_20150317_000129	{@st41b}Danh sách dung cụ{/}	{@st41b}툴 리스트{/}				
UI_20150317_000130	{@st59b}Bộ Sưu Tập {nl}{@st59s}- Purchase the Collection Deck to add collectible items to your collection. {nl} - The collection hotkey will be enabled when you use the Collection Deck Item. {nl} {/}	{@st59b}콜렉션{nl}{@st59s} - 게임내 콜렉션 덱을 구해 아이템을 수집하면 해당 아이템 수집 가능{nl} - 콜렉션 덱 아이템 사용했을 경우 콜렉션 단축키가 활성화{nl}{/}				
UI_20150317_000131	{@st59}Đóng thông tin về bộ sưu tập.{/}	{@st59}콜렉션 정보를 닫습니다{/}				
UI_20150317_000132	{@st43}Bộ Sưu Tập{/}	{@st43}콜렉션{/}				
UI_20150317_000133	{@st43}Phun Màu{/}	{@st43}컬러스프레이{/}				
UI_20150317_000134	{@st49}Phun Màu{/}	{@st49}컬러스프레이{/}				
UI_20150317_000135	{@st49}Màu{/}	{@st49}색상{/}				
UI_20150317_000136	{@st49}Còn Lại{/}	{@st49}잔량{/}				
UI_20150317_000137	{@st49}Cọ Vẽ{/}	{@st49}브러쉬{/}				
UI_20150317_000138	{@st49}{a END_EDIT_SPRAY}Vẽ{/}{/}	{@st49}{a END_EDIT_SPRAY}그리기{/}{/}				
UI_20150317_000139	{@st49}{a SAVE_EDIT_SPRAY}Lưu{/}{/}	{@st49}{a SAVE_EDIT_SPRAY}저장{/}{/}				
UI_20150317_000140	{@st49}{a LOAD_EDIT_SPRAY}Đưa Vào{/}{/}	{@st49}{a LOAD_EDIT_SPRAY}불러오기{/}{/}				
UI_20150317_000141	{@st49}Đóng{/}	{@st49}닫기{/}				
UI_20150317_000142	{@st43} Nhận Bạn Đồng Hành	{@st43}컴패니언 분양				
UI_20150317_000143	{@st59} Ghi tên của người bạn đồng hành mới của bạn. {/}	{@st59}분양 받을 컴패니언의 이름을 입력하세요{/}				
UI_20150317_000144	{@st41b}Tên{/}	{@st41b}이름{/}				
UI_20150317_000145	{@st41b}Giá %s{/}	{@st41b}가격     %s{/}				
UI_20150317_000146	{@st59}Đóng cửa sổ bạn đồng hành.{/}	{@st59}컴패니엄 분양 창을 닫습니다{/}				
UI_20150317_000147	{@st41b}Nhận Nuôi	{@st41b}분양				
UI_20150317_000148	{@st59}Xác nhận nuôi{/}	{@st59}분양 받을 컴패니언을 결정합니다{/}				
UI_20150317_000149	{@st43}Cửa hàng bạn đồng hành{@st43}컴패니언 샵				
UI_20150317_000150	{@st59}Đóng cửa hàng bạn đồng hành.{/}	{@st59}컴패니언 상점을 닫습니다{/}				
UI_20150317_000151	{@st43}Thông tin nhân vật khác{/}{@st42}	{@st43}다른 캐릭터 정보{/} {@st42}				
UI_20150317_000152	{@st59}Đóng thông tin nhân vật{/}	{@st59}캐릭터 정보를 닫습니다{/}				
UI_20150317_000153	{@st41b}Thông Tin	{@st41b}정보				
UI_20150317_000154	{@st41b}Ghi Chép	{@st41b}기록				
UI_20150317_000155	Tên Gia Đình	팀이륨				
UI_20150317_000156	Tên nhân vật	캐릭이륨				
UI_20150317_000157	Xếp Hạng {#Ffff00}%s{/} %s Level {#ffff00}%s{/}	{#ffff00}%s{/}랭크 %s {#ffff00}%s{/}레벨				
UI_20150317_000158	Warrior	젼샤				
UI_20150317_000159	{memo X}Mục lục hành trình{#ffff00}%s{/} (Rank{#ffff00}%s{/}/%s)	모험지수 {#ffff00}%s{/} ({#ffff00}%s{/}위/%s)				
UI_20150317_000160	Mục lục hành trình {#ffff00}%s{/} ({#ffff00}Chưa có hạng{/})	모험지수 {#ffff00}%s{/} ({#ffff00}Unranked{/})				
UI_20150317_000161	Tổng Số Thành Tựu : {#ffff00}%s{/}	업적달성 {#ffff00}%s{/}개				
UI_20150317_000162	Cài Đặt	설정				
UI_20150317_000163	Dọn dẹp tiêu đề tab để xóa tab.	탭 제목을 지우고 확인하면 탭이 삭제됩니다				
UI_20150317_000164	{@st49}Tất Cả{/}	{@st49}전체{/}				
UI_20150317_000165	{@st49}Hệ Thống{/}	{@st49}시스템{/}				
UI_20150317_000166	{@st49}Nói Chuyện{/}	{@st49}대화{/}				
UI_20150317_000167	{@st49}Chiến Đấu{/}	{@st49}전투{/}				
UI_20150317_000168	{@st49}Vật Phẩm{/}	{@st49}아이템{/}				
UI_20150317_000169	{@st43}Credits{/}	{@st43}크레딧{/}				
UI_20150317_000170	{memo X}{@st43}Khóa cài đặt các mục tiêu {/}	{@st43}타겟 고정 설정 중{/}				
UI_20150317_000171	Tên NPC	엔피씨이름				
UI_20150317_000172	So Sánh	비교				
UI_20150317_000173	Thí Dụ	일러스트				
UI_20150317_000174	Chọn một cuộc trò chuyện	대화 선택				
UI_20150317_000175	Trợ Giúp	텍스트 헬프				
UI_20150317_000176	{@st41}Chế Tạo Vật Phẩm{/}	{@st41}아이템 제조{/}				
UI_20150317_000177	{@st45tw2}Đang chế tạo vật phẩm...	{@st45tw2}아이템 제작 중...				
UI_20150317_000178	%r giây	%r 초				
UI_20150317_000179	{@st41}Hủy{/}	{@st41}취소{/}				
UI_20150317_000180	{@st45tw2}Số lượng{/}	{@st45tw2}수량 {/}				
UI_20150317_000181	{@st45tw2}Bạn có muốn tạo vật phẩm này?	{@st45tw2}아이템을 만드시겠습니까?				
UI_20150317_000182	{@st41}Xác nhận{/}	{@st41}결정{/}				
UI_20150317_000183	Thông tin nhiệm vụ	퀘스트 정보				
UI_20150317_000184	{@st59}Hủy Giao Dịch{/}	{@st59}거래를취소합니다{/}				
UI_20150317_000185	{@st43}Giao Dịch Cá Nhân{/}	{@st43}개인 거래{/}				
UI_20150317_000186	Dach sách giao dịch của tôi	내 거래 목록				
UI_20150317_000187	Silver : %s	실버 : %s				
UI_20150317_000188	{memo X}Cho vào	입력				
UI_20150317_000189	{@st41}Chấp Nhận	{@st41}수락				
UI_20150317_000190	{@st41}Xác Nhận	{@st41}최종확인				
UI_20150317_000191	Người chơi khác(%s) dach sách giao dịch	상대방(%s) 거래 목록				
UI_20150317_000192	Tên nhân vật khác	상대방이름				
UI_20150317_000193	{s18}{ol} {gr gradation1} Sự Kiện Map{/}	{s18}{ol}{gr gradation1}필드 이벤트{/}				
UI_20150317_000194	{s20}{ol}Đánh bại bộ lạc Vubbe! Bạn có muốn tham gia?	{s20}{ol}부베족을 물리쳐라! 참가하시겠습니까?				
UI_20150317_000195	{s20}{ol}%s Bạn có muốn tham gia?	{s20}{ol}%s 참가하시겠습니까?				
UI_20150317_000196	{s20}{ol}Những người tham gia : (1/5)	{s20}{ol}참가 인원 : (1/5)				
UI_20150317_000197	{s20}{ol}Những người tham gia : (%s/%s)	{s20}{ol}참가 인원 : (%s/%s)				
UI_20150317_000198	{s20}{ol}Trò chơi sẽ được bắt đầu sau khi 1 giây nữa.	{s20}{ol}1초 후 게임이 시작됩니다.				
UI_20150317_000199	{s20}{ol}Trò chơi sẽ được bắt đầu sau khi %s giây.	{s20}{ol}%s초 후 게임이 시작됩니다.				
UI_20150317_000200	Không hiển thị này nữa cho ngày hôm nay.	오늘 하루 보지 않기.				
UI_20150317_000201	Không hiển thị sự kiện map.	필드 이벤트를 보지 않습니다.				
UI_20150317_000202	Tham gia	게임 참여				
UI_20150317_000203	Bắt đầu một trò chơi với những người chơi khác.	플레이어들과 게임을 시작합니다.				
UI_20150317_000204	Từ chời lời mời.	게임 참여를 하지 않습니다.				
UI_20150317_000205	Spray cài sẵn	스프레이 프리셋				
UI_20150317_000206	{@st49}Chọn{/}	{@st49}선택{/}				
UI_20150317_000207	{@st49}Hủy{/}	{@st49}취소{/}				
UI_20150317_000208	{@st49}Xóa{/}	{@st49}삭제{/}				
UI_20150317_000209	Ghi vào tên file để lưu.	저장할 파일의 이름을 입력합니다.				
UI_20150317_000210	{@st43}Bạn bè	{@st43}친구				
UI_20150317_000211	{@st59}Đóng danh sách bạn bè{/}	{@st59}친구 목록를 닫습니다{/}				
UI_20150317_000212	{@st59b}Bạn{nl}{@st59s} - Trờ thành bạn bè của những người chơi khác trong trò chơi.{nl} - Bạn có thể kiểm tra tình trạng của bạn bè của bạn thông qua tab Danh sách bạn bè.{nl} - Trong tab Quản lý,  bạn có thể mời, từ chối hoặc chặn bạn bè của bạn.{/}	{@st59b}친구{nl}{@st59s} - 친구 관계는 계정 사이에 생성{nl} - 목록 탭에서 친구들의 상태 확인/삭제 가능{nl} - 관리 탭에서 초대, 거절, 차단 등의 내용을 확인{/}				
UI_20150317_000213	{@st41b}Hiển thị bạn đang chơi{/}	{@st41b}접속한 친구만 보기{/}				
UI_20150317_000214	{@st41b}Danh Sách	{@st41b}목록				
UI_20150317_000215	{@st41b}Quản lý	{@st41b}관리				
UI_20150317_000216	{@st41b}Gửi yêu cầu làm bạn	{@st41b}친구 신청				
UI_20150317_000217	{@st41b}Chặn	{@st41b}차단				
UI_20150317_000218	{@st59}Tìm Kiếm{/}	{@st59}검색{/}				
UI_20150317_000219	{@st44}Guild{/}	{@st44}길드{/}				
UI_20150317_000220	Guild	길드				
UI_20150317_000221	Danh Sách	명단				
UI_20150317_000222	Tin Tức	새소식				
UI_20150317_000223	Nhiệm Vụ Guild	길드미션				
UI_20150317_000224	Thành viên đang chơi	접속중인 구성원 수				
UI_20150317_000225	{@st44}Tạo Guild{/}	{@st44}길드생성{/}				
UI_20150317_000226	{@st42}Tạo{/}	{@st42}생성{/}				
UI_20150317_000227	{@st42}Đóng{/}	{@st42}닫기{/}				
UI_20150317_000228	{@st42}Tất Cả{/}	{@st42}전체{/}				
UI_20150317_000229	{@st42}Xếp Hạng Của Hôm Nay{/}	{@st42}오늘랭킹{/}				
UI_20150317_000230	{@st42}Xếp Hạng Của Tuần{/}	{@st42}주간랭킹{/}				
UI_20150317_000231	{@st56}Xếp Hạng {/}	{@st56}순위{/}				
UI_20150317_000232	{@st56}Điểm{/}	{@st56}점수{/}				
UI_20150317_000233	{@st56}Class{/}	{@st56}직업{/}				
UI_20150317_000234	{@st56}Tên {/}	{@st56}이름{/}				
UI_20150317_000235	Trang Trước	이전 페이지				
UI_20150317_000236	Trang Tiếp Theo	다음 페이지				
UI_20150317_000237	{@st42}Tìm ID{/}	{@st42}ID 검색{/}				
UI_20150317_000238	Điền vào ID để tìm	입력한 ID를 검색합니다				
UI_20150317_000239	Đóng đại sảnh của người nổi tiếng.	명예의 전당을 닫습니다				
UI_20150317_000240	Điền vào ID để tìm	검색할 ID를 입력합니다				
UI_20150317_000241	{memo X}{@st59} Stamina {/}	{@st59}스태미나{/}				
UI_20150317_000242	{@st43}Danh sách trợ giúp{/}	{@st43}도움말 목록{/}				
UI_20150317_000243	{@st59}Đóng danh sách trợ giúp{/}	{@st59}도움말 목록 창을 닫습니다{/}				
UI_20150317_000244	{@st59b}Danh sách trợ giúp{nl}{@st59s} - Nếu bạn cần trợ giúp gì đó, bạn lúc nào củng có thể đọc những chủ đề giúp đỡ.{nl} - Select a topic to view more information about it. {/}	{@st59b}도움말 목록{nl}{@st59s} - 읽었던 도움말들을 목록에서 다시 확인 가능{nl} - 원하는 항목을 선택해서 상세 보기{/}				
UI_20150317_000245	{@st43}{s22}Trợ Giúp{/}	{@st43}{s22}도움말{/}				
UI_20150317_000246	{@st47_b}{b}Chủ Đề Trợ Giúp{/}	{@st47_b}{b}도움말 제목{/}				
UI_20150317_000247	{@st42b}Nội dung trợ giúp cơ bản.{/}	{@st42b}심플 도움말내용{/}				
UI_20150317_000248	{@st59}Xem chi tiết{/}	{@st59}자세하게 보기{/}				
UI_20150317_000249	Vui lòng nhập số lượng	수량을 입력하세요				
UI_20150317_000250	{@st59}Nhập nội dung{/}	{@st59}내용을 입력합니다{/}				
UI_20150317_000251	{@st41b}Xác Nhận {@st41b}확인				
UI_20150317_000252	{@st59}Xác Nhận {/}	{@st59}입력 내용을 확인합니다{/}				
UI_20150317_000253	{@st41b}Đóng	{@st41b}닫기				
UI_20150317_000254	{@st59}Hủy {/}	{@st59}입력을 취소합니다{/}				
UI_20150317_000255	{@st43}Dịch Chuyển nhanh {/}	{@st43}워프{/}				
UI_20150317_000256	{@st59}Đóng cửa sổ dịch chuyển{/}	{@st59}워프 창을 닫습니다{/}				
UI_20150317_000257	{@st59b}Dịch Chuyển nhanh{nl}{@st59s} - Cho phép bạn nhanh chóng di chuyển đến các khu vực bạn đã qua rồi. {nl} - Tính năng này được kích hoạt khi hai điểm dịch chuyển đều có sẵn. Feature is activated when two or more warp points are available. {nl} {/}	{@st59b}워프{nl}{@st59s} - 자신이 방문한 지역으로 워프할 수 있는 시스템{nl} - 워프가 2개이상일때 워프 기능 활성화{nl}{/}				
UI_20150317_000258	{@st41}Vị trí hiên tại : %s{/}	{@st41}현재 위치 : %s{/}				
UI_20150317_000259	{@st43}{s22}Dịch Chuyển Nhanh{/}	{@st43}{s22}워프{/}				
UI_20150317_000260	{@st41b}Bạn có muốn di chuyển đến khu vực này?{/}	{@st41b}이 지역으로 이동하시겠습니까?{/}				
UI_20150317_000261	Những gì về Siauliai 사울레이 어쩌고				
UI_20150317_000262	Tiêu thụ coin : 0	소모 코인 : 0				
UI_20150317_000263	Giới Thiệu	인트로				
UI_20150317_000264	{@st43}Túi Đồ{/}	{@st43}인벤토리{/}				
UI_20150317_000265	{@st59}Đóng túi đồ{/}	{@st59}인벤토리를 닫습니다{/}				
UI_20150317_000266	{memo X}{@st59b}Thiết Bị {nl} {@st59s}- Kiểu tóc / Trang phục: Thiết bị để thay đổi bề ngoài của  nhân vật. {nl} - Vũ khí: Có thể trang bị vũ khí một tay hoặc hai tay {nl} (Vũ khí phụ / Khiên chắn có thể được trang bị với một vũ khí một tay) {nl} - Áo Giáp: Áo, quần, găng tay, Giày dép. {nl} - Phụ Kiện: Có thể mang 1 dây chuyền và 2 vòng tay.{nl} {/}	{@st59b}착용장비{nl}{@st59s} - 헤어/코스튬 : 외형 변경 가능 아이템 착용{nl} - 무기 : 한손 장비 및 양손 장비 착용 가능{nl}   (한손 장비 착용시 서브웨폰/방패 착용 가능 ){nl} - 방어구 : 상의, 하의, 장갑, 신발 착용{nl} - 악세서리 : 목걸이 1개, 팔찌 2개 착용{nl}{/}				
UI_20150317_000267	{@st59}Kiểu Tóc Trang Phục 1{/}	{@st59}헤어 코스튬1{/}				
UI_20150317_000268	{@st59}kiểu Tóc Trang Phục 2{/}	{@st59}헤어 코스튬2{/}				
UI_20150317_000269	{@st59}Dây Chuyền{/}	{@st59}목걸이{/}				
UI_20150317_000270	{@st59}Trang Phục{/}	{@st59}코스튬{/}				
UI_20150317_000271	{@st59}Áo{/}	{@st59}상의{/}				
UI_20150317_000272	{@st59}Gang Tay{/}	{@st59}장갑{/}				
UI_20150317_000273	{@st59}Quần{/}	{@st59}하의{/}				
UI_20150317_000274	{@st59}Giày{/}	{@st59}신발{/}				
UI_20150317_000275	{@st59}Tay Trái{/}{/}	{@st59}왼손{/}				
UI_20150317_000276	{@st59}Tay Phải{/}	{@st59}오른손{/}				
UI_20150317_000277	{@st59}Vòng Tay 1{/}	{@st59}팔찌1{/}				
UI_20150317_000278	{@st59}Vòng Tay 2{/}	{@st59}팔찌2{/}				
UI_20150317_000279	{@st59}Băng Tay{/}	{@st59}암밴드{/}				
UI_20150317_000280	{@st59}Tìm Kiếm{/}	{@st59}입력한 이름으로 검색합니다{/}				
UI_20150317_000281	Sức Nặng	무게				
UI_20150317_000282	{memo X}{@st43}Buff Thiết Bị{/}	{@st43}장비 버프{/}				
